Skills,Roles,Experience,Availability,ProjectAssignment,BurnRate,PerformanceRating,Overtime,NumberOfProject,AverageMonthlyHours,TimeSpendCompany,Age,Gender,HistoricalPerformanceData,YearsAtCompany,PromotionLast5Years
"Networking, Kubernetes, Google Cloud, Docker, Azure",Cloud Engineer,14,Occupied,Organized mobile toolset,0.92,1,False,5,163,5,34,Female,"5, 1, 1, 4, 5",8,False
"Matplotlib, Data Analysis, SQL",Data Scientist,21,Occupied,Reduced transitional service-desk,0.33,3,True,4,168,7,50,Male,"1, 5, 1, 4, 2",3,False
"SQL, Python, React",Software Engineer,15,Available,Extended interactive artificial intelligence,0.36,1,True,4,188,3,27,Female,"1, 4, 3, 5, 4",4,True
"Leadership, Budgeting, Project Management",IT Manager,14,Occupied,Multi-layered directional firmware,0.36,3,True,5,200,2,28,Female,"2, 2, 5, 5, 5",6,False
"SQL, R, Data Analysis",Data Scientist,5,Available,Reduced zero-defect concept,0.7,1,False,5,203,8,51,Female,"2, 3, 4, 1, 5",8,True
"Project Management, ITIL, Leadership",IT Manager,13,Available,Optional content-based help-desk,0.41,1,True,5,245,6,47,Male,"4, 4, 1, 2, 5",9,True
"Cloud Security, Terraform, Python, Kubernetes",Cloud Engineer,26,Available,Customizable asymmetric standardization,0.82,4,False,7,248,1,48,Female,"4, 1, 2, 1, 5",5,True
"Business Analysis, Requirements Gathering, System Design",System Analyst,9,Available,Assimilated multi-tasking knowledge user,0.51,2,False,7,216,4,50,Female,"3, 1, 4, 1, 1",2,True
"Jenkins, Monitoring, Azure",DevOps Engineer,26,Occupied,Versatile systematic customer loyalty,0.34,1,True,9,247,1,27,Female,"3, 4, 5, 1, 5",2,False
"Kubernetes, CI/CD, Docker",DevOps Engineer,19,Occupied,Decentralized modular infrastructure,0.62,5,True,6,166,7,46,Male,"3, 2, 2, 2, 1",6,False
"Docker, Python, Google Cloud",Cloud Engineer,14,Occupied,Function-based demand-driven project,0.83,5,True,3,229,7,32,Female,"2, 4, 3, 2, 1",5,False
"Kubernetes, Jenkins, Shell Scripting, AWS, Monitoring",DevOps Engineer,1,Occupied,Balanced didactic process improvement,0.68,4,False,3,189,2,24,Male,"3, 2, 3, 5, 1",3,True
"Pandas, Statistics, Python",Data Scientist,1,Available,Digitized bi-directional customer loyalty,0.19,5,False,6,169,9,27,Female,"2, 3, 3, 1, 3",2,False
"ITIL, Strategic Planning, Risk Management, Budgeting",IT Manager,10,Occupied,Persevering homogeneous hierarchy,0.89,4,True,4,187,6,25,Male,"5, 5, 5, 5, 3",0,False
"Vendor Management, Project Management, Budgeting, Risk Management, ITIL",IT Manager,30,Available,Quality-focused coherent benchmark,0.95,3,True,6,203,9,60,Female,"4, 3, 3, 2, 3",1,False
"System Design, Project Management, Data Modeling",System Analyst,7,Occupied,Right-sized mobile circuit,0.18,3,False,5,169,10,56,Male,"2, 1, 4, 1, 4",3,False
"Data Modeling, SQL, Project Management",System Analyst,12,Occupied,Re-contextualized impactful productivity,0.28,2,False,9,199,1,41,Male,"5, 2, 3, 4, 4",7,True
"Python, CSS, Java, JavaScript",Software Engineer,9,Occupied,Synergized interactive model,0.27,1,False,9,198,1,47,Female,"2, 4, 4, 3, 5",10,True
"Budgeting, Strategic Planning, Leadership, Risk Management, ITIL",IT Manager,12,Occupied,Proactive systematic Graphic Interface,0.79,1,False,4,201,4,50,Male,"1, 1, 2, 3, 1",6,False
"Kubernetes, Azure, AWS, Linux, Docker",DevOps Engineer,14,Available,Proactive modular productivity,0.65,5,False,4,218,3,27,Male,"4, 1, 2, 1, 1",10,False
"SQL, System Design, UML, Requirements Gathering",System Analyst,12,Occupied,Synchronized dedicated moratorium,0.51,4,True,7,202,10,56,Female,"3, 4, 5, 2, 1",1,False
"Business Analysis, Requirements Gathering, SQL, Data Modeling, Project Management",System Analyst,26,Available,Seamless directional access,0.17,2,True,9,244,3,37,Female,"1, 4, 4, 2, 2",9,True
"Networking, Cloud Security, Azure",Cloud Engineer,14,Available,Mandatory tertiary synergy,0.01,5,False,6,230,2,45,Female,"2, 1, 3, 4, 3",10,False
"Matplotlib, SQL, Python, Statistics",Data Scientist,3,Available,Intuitive fresh-thinking alliance,0.24,3,False,7,183,9,24,Female,"2, 2, 5, 2, 5",4,True
"Machine Learning, Statistics, Matplotlib",Data Scientist,21,Available,Progressive client-server extranet,0.63,2,True,3,169,3,42,Male,"1, 2, 5, 4, 4",6,False
"JavaScript, React, Java",Software Engineer,21,Available,Robust zero tolerance collaboration,0.79,5,True,5,181,8,52,Male,"5, 5, 5, 3, 4",6,False
"Terraform, Networking, Cloud Security, Azure",Cloud Engineer,12,Available,Multi-tiered optimal frame,0.31,3,True,7,201,10,43,Female,"4, 5, 1, 4, 5",4,False
"UML, Business Analysis, Project Management",System Analyst,8,Occupied,Universal tertiary workforce,0.02,4,True,9,162,8,58,Female,"4, 1, 4, 2, 4",3,True
"Budgeting, Project Management, ITIL, Risk Management, Leadership",IT Manager,8,Occupied,Phased asymmetric website,0.45,5,True,6,168,8,49,Male,"5, 3, 2, 4, 4",0,True
"Data Analysis, Python, Matplotlib",Data Scientist,18,Occupied,Configurable multi-state analyzer,0.09,4,True,1,186,4,44,Male,"2, 4, 4, 3, 5",7,False
"ITIL, Budgeting, Vendor Management, Leadership, Project Management",IT Manager,18,Available,Cloned directional capacity,0.56,1,True,8,152,10,54,Male,"4, 2, 3, 5, 1",3,False
"R, Matplotlib, Machine Learning, SQL, Python",Data Scientist,5,Available,Balanced exuding access,0.47,3,False,5,157,1,47,Male,"1, 4, 1, 3, 4",6,True
"R, Statistics, SQL",Data Scientist,28,Available,Virtual local groupware,0.33,4,True,9,183,3,37,Female,"4, 5, 3, 4, 3",6,True
"Vendor Management, ITIL, Leadership, Strategic Planning",IT Manager,14,Available,Diverse coherent projection,0.45,2,True,10,233,1,38,Male,"4, 5, 1, 4, 5",9,False
"CI/CD, Shell Scripting, Linux, Jenkins",DevOps Engineer,27,Occupied,Persevering holistic middleware,0.05,1,False,9,228,5,36,Female,"4, 2, 4, 5, 5",0,True
"Project Management, Requirements Gathering, System Design, SQL",System Analyst,1,Available,Multi-tiered multi-tasking middleware,0.11,4,True,7,188,3,29,Male,"3, 3, 4, 4, 2",7,False
"Azure, CI/CD, Linux, AWS, Shell Scripting",DevOps Engineer,28,Occupied,Automated object-oriented array,0.22,4,False,4,218,5,36,Male,"3, 3, 2, 2, 1",10,True
"Shell Scripting, Monitoring, Docker, Linux, Jenkins",DevOps Engineer,6,Occupied,Synergistic multi-state task-force,0.28,2,False,5,238,9,52,Male,"2, 4, 1, 4, 4",2,False
"Azure, Google Cloud, Kubernetes, Cloud Security, Networking",Cloud Engineer,18,Occupied,Right-sized asynchronous synergy,0.67,5,True,10,209,7,52,Female,"1, 1, 5, 3, 4",9,False
"Java, Django, CSS, C++",Software Engineer,28,Available,Optimized web-enabled database,0.97,5,False,8,183,7,48,Female,"1, 4, 3, 4, 5",2,False
"Django, HTML, CSS",Software Engineer,21,Occupied,Implemented national policy,0.41,1,True,10,161,10,29,Male,"3, 1, 5, 3, 2",9,False
"System Design, Requirements Gathering, Project Management, Business Analysis, UML",System Analyst,25,Occupied,Operative mission-critical utilization,0.21,1,False,6,150,2,37,Male,"4, 2, 3, 2, 4",4,False
"C++, HTML, Java",Software Engineer,24,Available,Networked real-time parallelism,0.37,4,False,5,176,10,26,Female,"2, 1, 5, 1, 1",2,True
"Python, SQL, Matplotlib, Statistics, TensorFlow",Data Scientist,18,Occupied,Focused 3rdgeneration protocol,0.22,3,False,2,231,7,28,Male,"1, 2, 4, 4, 3",9,True
"Data Analysis, Matplotlib, R",Data Scientist,30,Available,Adaptive user-facing contingency,0.08,2,False,6,175,5,45,Male,"3, 2, 3, 5, 1",9,False
"Cloud Security, Azure, Networking",Cloud Engineer,23,Available,Innovative motivating open system,0.47,3,False,4,245,1,40,Female,"3, 1, 4, 1, 1",8,True
"ITIL, Project Management, Budgeting, Strategic Planning",IT Manager,17,Available,Function-based full-range architecture,0.95,4,True,5,208,1,59,Female,"2, 2, 5, 5, 1",2,True
"HTML, Python, CSS, JavaScript",Software Engineer,11,Occupied,Proactive empowering framework,0.88,2,False,5,215,1,52,Male,"1, 3, 1, 5, 3",0,False
"Risk Management, Vendor Management, Leadership, Strategic Planning, ITIL",IT Manager,30,Occupied,Visionary incremental info-mediaries,0.42,1,True,1,176,7,36,Male,"1, 5, 2, 4, 5",4,True
"Google Cloud, AWS, Networking, Docker, Python",Cloud Engineer,5,Available,Networked analyzing complexity,0.68,1,False,9,185,1,28,Male,"2, 2, 2, 2, 5",1,False
"AWS, Shell Scripting, CI/CD, Docker",DevOps Engineer,10,Occupied,Stand-alone clear-thinking encoding,0.52,3,True,10,168,1,27,Female,"2, 2, 4, 2, 3",10,False
"Business Analysis, Project Management, SQL",System Analyst,14,Available,Horizontal upward-trending groupware,0.31,4,True,9,201,2,59,Male,"3, 4, 3, 4, 2",7,True
"Statistics, Python, SQL, Matplotlib, TensorFlow",Data Scientist,30,Occupied,Centralized 5thgeneration matrices,0.23,4,False,10,222,6,43,Male,"3, 3, 1, 4, 3",6,False
"Pandas, Statistics, Data Analysis",Data Scientist,10,Available,Operative client-server matrix,0.98,3,True,5,240,3,51,Female,"4, 2, 4, 5, 4",3,False
"R, Pandas, Machine Learning, TensorFlow",Data Scientist,27,Available,Robust transitional artificial intelligence,0.61,1,False,1,185,4,56,Female,"2, 5, 3, 3, 2",8,False
"Leadership, ITIL, Project Management, Risk Management, Budgeting",IT Manager,23,Available,Synergistic tangible collaboration,0.19,4,False,6,213,8,39,Female,"2, 4, 1, 2, 5",8,False
"R, SQL, Python, Data Analysis",Data Scientist,2,Available,Multi-channeled incremental alliance,0.41,1,False,5,177,6,30,Female,"3, 2, 1, 4, 3",5,True
"Matplotlib, Data Analysis, R",Data Scientist,30,Available,Seamless maximized info-mediaries,0.81,5,True,10,186,8,41,Female,"3, 3, 1, 4, 2",0,True
"TensorFlow, SQL, Matplotlib, Pandas, Python",Data Scientist,17,Occupied,Persevering actuating attitude,0.71,5,False,1,167,7,27,Male,"2, 5, 3, 5, 4",8,True
"UML, Business Analysis, SQL",System Analyst,15,Available,Phased zero-defect collaboration,0.63,3,False,2,222,1,35,Female,"1, 3, 2, 2, 5",7,False
"UML, SQL, System Design, Data Modeling",System Analyst,22,Occupied,Ameliorated 5thgeneration policy,0.13,4,False,9,247,4,37,Female,"2, 3, 1, 1, 3",7,False
"Docker, Google Cloud, Cloud Security, Terraform",Cloud Engineer,11,Available,Secured clear-thinking product,0.96,1,False,8,196,5,24,Male,"3, 2, 2, 1, 1",8,False
"R, Matplotlib, Statistics, SQL",Data Scientist,16,Available,Inverse bi-directional standardization,0.31,3,False,8,239,4,22,Male,"4, 2, 5, 5, 2",0,True
"Leadership, Project Management, Strategic Planning, ITIL",IT Manager,29,Occupied,Reactive solution-oriented hardware,0.5,4,False,5,244,8,24,Female,"5, 4, 3, 1, 4",4,False
"Terraform, Docker, Google Cloud, Kubernetes",Cloud Engineer,11,Available,Ergonomic human-resource toolset,0.31,4,True,10,213,7,29,Male,"2, 4, 3, 4, 1",2,True
"System Design, Project Management, Data Modeling",System Analyst,12,Available,Vision-oriented zero-defect matrix,0.78,4,False,7,230,9,38,Male,"3, 5, 2, 4, 4",9,True
"Pandas, Statistics, SQL",Data Scientist,11,Occupied,Customizable analyzing pricing structure,0.9,5,True,9,206,1,34,Female,"5, 3, 4, 4, 2",0,False
"ITIL, Vendor Management, Leadership, Risk Management",IT Manager,12,Available,Total maximized pricing structure,0.36,5,True,1,231,10,44,Male,"5, 4, 1, 2, 3",7,False
"Budgeting, ITIL, Risk Management",IT Manager,2,Available,Self-enabling global projection,0.51,3,False,6,166,8,54,Female,"3, 2, 3, 3, 2",8,False
"Project Management, Risk Management, Leadership, Strategic Planning, ITIL",IT Manager,22,Available,Decentralized systemic structure,0.75,5,False,1,219,9,26,Male,"2, 5, 3, 5, 2",4,True
"AWS, Jenkins, Azure, Docker",DevOps Engineer,8,Available,Secured explicit toolset,0.66,2,True,3,244,7,33,Female,"4, 2, 5, 5, 5",8,False
"Kubernetes, Terraform, Docker, Networking",Cloud Engineer,15,Occupied,De-engineered human-resource website,0.04,1,False,10,241,1,48,Female,"2, 2, 5, 4, 2",4,False
"R, Statistics, TensorFlow, Machine Learning",Data Scientist,9,Occupied,Implemented value-added software,0.67,4,True,5,166,3,41,Female,"1, 2, 3, 5, 1",6,True
"Requirements Gathering, System Design, Project Management",System Analyst,19,Available,Decentralized multi-state toolset,0.63,5,False,7,170,10,46,Male,"5, 5, 1, 4, 1",2,False
"Shell Scripting, Linux, Monitoring",DevOps Engineer,4,Available,Ergonomic 5thgeneration toolset,0.09,4,False,7,250,4,46,Male,"4, 2, 3, 3, 5",1,False
"Azure, Docker, AWS, Terraform, Networking",Cloud Engineer,22,Occupied,Object-based leadingedge hub,0.39,1,False,6,241,9,54,Female,"1, 5, 2, 3, 2",7,False
"Python, SQL, React",Software Engineer,27,Occupied,Versatile content-based knowledgebase,0.95,3,False,10,234,7,42,Female,"1, 5, 4, 3, 5",7,True
"Google Cloud, Azure, AWS, Cloud Security, Python",Cloud Engineer,9,Available,Multi-channeled responsive archive,0.39,2,False,8,192,8,38,Male,"4, 3, 3, 1, 1",7,False
"CSS, Java, JavaScript",Software Engineer,28,Available,Balanced 6thgeneration matrix,0.79,5,False,1,195,10,28,Male,"5, 2, 4, 2, 2",10,False
"Cloud Security, Python, Networking, Terraform, Kubernetes",Cloud Engineer,23,Occupied,Function-based 4thgeneration model,0.5,4,False,2,205,3,37,Male,"1, 3, 3, 4, 2",8,False
"Project Management, Risk Management, Budgeting, Leadership, ITIL",IT Manager,13,Available,Synchronized non-volatile orchestration,0.47,3,True,6,196,4,24,Male,"3, 1, 3, 1, 2",3,False
"Matplotlib, Statistics, Pandas",Data Scientist,23,Occupied,Extended discrete array,0.3,1,True,1,243,3,45,Female,"1, 1, 2, 4, 1",2,False
"SQL, Project Management, System Design, UML",System Analyst,12,Available,Vision-oriented responsive time-frame,0.51,5,True,6,151,6,39,Male,"4, 3, 2, 1, 1",0,False
"Statistics, SQL, Matplotlib, R",Data Scientist,13,Available,Profit-focused tangible moderator,0.86,2,True,1,235,7,59,Female,"5, 5, 5, 1, 1",8,True
"Google Cloud, Networking, Python",Cloud Engineer,11,Available,Operative motivating function,0.08,5,False,2,247,1,25,Male,"5, 5, 1, 1, 3",10,True
"Python, Terraform, Cloud Security",Cloud Engineer,25,Available,Customizable client-server interface,0.48,2,False,10,210,1,43,Male,"3, 4, 5, 2, 2",10,True
"Azure, Kubernetes, Jenkins, Linux, Docker",DevOps Engineer,5,Available,Re-contextualized interactive artificial intelligence,0.75,3,False,5,232,2,48,Male,"2, 1, 2, 5, 3",4,True
"ITIL, Leadership, Strategic Planning, Budgeting, Vendor Management",IT Manager,11,Occupied,Customer-focused intangible architecture,0.39,5,False,7,217,6,27,Male,"5, 4, 3, 3, 1",0,False
"SQL, Data Modeling, System Design",System Analyst,3,Occupied,Cross-platform intangible time-frame,0.31,3,False,1,193,6,60,Male,"5, 1, 5, 3, 4",4,False
"Strategic Planning, Budgeting, Risk Management, ITIL, Vendor Management",IT Manager,25,Occupied,Distributed upward-trending algorithm,0.48,3,True,4,159,3,41,Male,"2, 5, 3, 2, 4",0,True
"System Design, Project Management, SQL, UML",System Analyst,14,Available,Organized intermediate software,0.22,3,False,1,177,4,24,Female,"1, 2, 1, 4, 5",6,True
"Business Analysis, SQL, Data Modeling, UML, Project Management",System Analyst,26,Occupied,Operative 4thgeneration methodology,0.01,5,False,2,240,1,28,Male,"4, 1, 1, 4, 2",9,False
"C++, HTML, React, JavaScript, Java",Software Engineer,18,Available,Inverse uniform extranet,0.52,4,False,8,237,2,55,Female,"5, 3, 5, 3, 5",10,False
"Shell Scripting, Jenkins, Kubernetes, CI/CD, Docker",DevOps Engineer,10,Occupied,Configurable heuristic archive,0.14,3,True,4,226,6,38,Female,"1, 2, 5, 2, 4",7,True
"Pandas, Python, Data Analysis, SQL, Statistics",Data Scientist,1,Occupied,Decentralized heuristic solution,0.72,2,True,10,187,4,32,Male,"3, 1, 2, 1, 2",10,True
"Project Management, System Design, Business Analysis",System Analyst,1,Occupied,Assimilated grid-enabled hardware,0.52,2,True,3,217,10,58,Female,"2, 1, 4, 1, 1",6,False
"Business Analysis, Requirements Gathering, System Design, Data Modeling",System Analyst,6,Available,Enhanced 24/7 emulation,0.46,5,True,9,233,4,23,Female,"3, 4, 3, 5, 2",2,False
"Terraform, Docker, AWS, Networking",Cloud Engineer,9,Occupied,Multi-lateral asynchronous policy,0.12,4,False,1,248,2,44,Female,"5, 4, 3, 2, 1",2,True
"Data Modeling, System Design, UML, Requirements Gathering",System Analyst,10,Occupied,Digitized demand-driven ability,0.81,5,True,7,152,5,48,Male,"4, 1, 4, 3, 3",6,True
"Python, C++, React",Software Engineer,13,Occupied,Expanded stable service-desk,0.72,5,True,9,180,6,58,Male,"2, 2, 1, 4, 4",7,False
"SQL, Matplotlib, Statistics, Data Analysis",Data Scientist,2,Available,Upgradable bottom-line synergy,0.29,2,True,1,200,3,34,Male,"2, 4, 2, 5, 2",2,True
"Azure, Kubernetes, Linux, Jenkins",DevOps Engineer,8,Available,Adaptive explicit hub,0.64,1,True,4,239,2,47,Female,"5, 2, 1, 4, 1",7,False
"Strategic Planning, Leadership, Project Management",IT Manager,28,Occupied,Team-oriented 4thgeneration portal,0.69,1,True,3,230,2,32,Male,"3, 1, 5, 4, 1",8,False
"Docker, Networking, Terraform, Azure",Cloud Engineer,30,Occupied,Focused client-server contingency,1.0,2,True,5,202,6,40,Male,"1, 1, 1, 2, 2",10,True
"Strategic Planning, ITIL, Budgeting, Leadership, Project Management",IT Manager,23,Available,Persevering bifurcated matrices,0.15,5,True,3,236,2,50,Male,"3, 2, 1, 4, 2",9,True
"Machine Learning, TensorFlow, Python, R, Statistics",Data Scientist,26,Occupied,Monitored tertiary firmware,0.78,3,True,5,193,5,47,Female,"5, 1, 2, 2, 2",0,True
"UML, SQL, Business Analysis, Data Modeling, System Design",System Analyst,2,Available,De-engineered 4thgeneration database,0.23,5,True,9,214,6,31,Female,"1, 3, 2, 5, 2",6,False
"SQL, Python, C++, Django",Software Engineer,27,Occupied,Multi-lateral full-range leverage,0.27,3,True,4,239,3,56,Female,"1, 2, 3, 1, 1",0,False
"Project Management, Requirements Gathering, System Design, SQL",System Analyst,4,Available,Implemented explicit neural-net,0.8,3,True,8,163,5,50,Male,"3, 1, 3, 2, 3",10,False
"Vendor Management, Project Management, Leadership",IT Manager,15,Available,Sharable fresh-thinking contingency,0.59,4,False,7,160,3,53,Female,"5, 1, 3, 4, 4",8,True
"UML, Business Analysis, Data Modeling",System Analyst,27,Available,Reverse-engineered attitude-oriented benchmark,0.64,4,False,4,246,8,58,Male,"3, 4, 3, 3, 5",9,False
"Pandas, SQL, TensorFlow, Python",Data Scientist,10,Occupied,Public-key optimal function,0.59,5,True,10,170,7,41,Male,"1, 5, 2, 1, 2",9,False
"Project Management, Budgeting, Strategic Planning, Vendor Management, Risk Management",IT Manager,6,Occupied,Diverse homogeneous circuit,0.01,5,True,3,247,3,35,Female,"3, 4, 4, 4, 5",7,True
"Project Management, ITIL, Leadership",IT Manager,1,Available,De-engineered directional functionalities,0.24,3,True,1,229,4,25,Male,"5, 5, 5, 4, 1",2,False
"JavaScript, React, Django",Software Engineer,20,Available,Profound dynamic encoding,0.23,2,False,1,172,6,22,Male,"1, 1, 1, 3, 2",0,False
"Python, Data Analysis, SQL, Matplotlib, Machine Learning",Data Scientist,19,Occupied,Versatile contextually-based frame,0.73,3,True,5,237,6,46,Male,"5, 5, 1, 3, 1",0,True
"Monitoring, Shell Scripting, Linux, Azure, Kubernetes",DevOps Engineer,22,Available,Multi-layered intangible protocol,0.3,3,True,4,154,2,56,Male,"5, 3, 4, 3, 3",2,True
"Data Modeling, Requirements Gathering, Project Management, System Design, UML",System Analyst,7,Occupied,Balanced clear-thinking policy,0.3,4,False,2,174,8,25,Female,"5, 3, 2, 2, 3",0,False
"Budgeting, Leadership, Strategic Planning, Risk Management",IT Manager,1,Available,Ameliorated hybrid archive,0.73,5,True,9,191,9,30,Male,"2, 2, 5, 3, 1",1,False
"Project Management, Requirements Gathering, System Design",System Analyst,7,Occupied,Total asynchronous capacity,0.75,4,True,10,190,6,57,Female,"1, 1, 4, 4, 4",2,False
"Python, Statistics, R, Pandas",Data Scientist,29,Available,Operative exuding neural-net,0.47,3,False,10,211,8,57,Male,"5, 4, 2, 5, 5",2,False
